employee_id,department,job_title,hire_date,salary,bonus,performance_score,satisfaction_score,age,gender,education
EMP-0249,Finance,Controller,2021-08-16,96931,1397.0,2.8,2.1,58,Female,High School
EMP-0250,Finance,Financial Analyst,2021-09-03,100326,11040.0,1.7,3.5,47,Female,Master's
EMP-0251,Finance,FP&A Manager,2015-05-15,122440,2839.0,3.3,2.9,38,Female,Bachelor's
EMP-0252,HR,HR Manager,2020-11-19,124761,267.0,1.7,3.2,46,Female,Bachelor's
EMP-0253,HR,HR Generalist,2019-02-04,55267,4805.0,1.1,4.5,55,Non-binary,Bachelor's
EMP-0254,Engineering,Senior Engineer,2017-03-10,95884,6559.0,1.6,4.9,55,Non-binary,Bachelor's
EMP-0255,Marketing,Content Manager,2020-02-04,63110,668.0,4.9,3.2,49,Non-binary,Master's
EMP-0256,Marketing,Content Manager,2022-04-06,142853,8391.0,1.5,2.1,44,Non-binary,High School
EMP-0257,Finance,Financial Analyst,2020-02-04,102297,11261.0,3.5,1.7,60,Female,Master's
EMP-0258,Marketing,Brand Manager,2023-08-16,97787,12497.0,2.2,1.7,46,Male,Bachelor's
EMP-0259,Operations,COO Staff,2021-11-27,162465,7891.0,3.4,1.2,31,Non-binary,Bachelor's
EMP-0260,Marketing,SEO Specialist,2018-11-28,122148,8346.0,4.9,4.6,36,Female,Bachelor's
EMP-0261,Marketing,Marketing Analyst,2015-04-20,109998,5777.0,4.8,3.2,45,Male,High School
EMP-0262,Operations,Project Manager,2018-01-18,128995,13923.0,3.4,4.0,61,Female,High School
EMP-0263,HR,HR Manager,2022-04-24,154078,974.0,2.9,4.1,54,Non-binary,Master's
EMP-0264,Operations,Operations Analyst,2021-01-26,95378,1157.0,1.3,4.8,29,Female,Master's
EMP-0265,Finance,Controller,2021-01-04,120988,13406.0,2.1,2.0,24,Non-binary,Master's
EMP-0266,HR,Recruiter,2018-11-20,138008,15216.0,4.4,4.9,53,Non-binary,Bachelor's
EMP-0267,Engineering,Software Engineer,2018-12-27,164141,11248.0,1.1,3.3,53,Female,Master's
EMP-0268,Operations,Logistics Coord,2022-05-17,111236,15144.0,1.5,2.4,45,Non-binary,Bachelor's
EMP-0269,Engineering,Tech Lead,2015-01-06,143362,2235.0,3.8,3.2,30,Male,Bachelor's
EMP-0270,Marketing,SEO Specialist,2023-10-20,85358,6191.0,1.1,1.5,44,Male,Bachelor's
EMP-0271,Engineering,DevOps Engineer,2018-06-16,166274,17319.0,4.1,1.2,45,Female,Master's
EMP-0272,Marketing,SEO Specialist,2018-03-29,143226,9841.0,2.0,4.6,25,Non-binary,Bachelor's
EMP-0273,Sales,BDR,2021-10-06,91547,407.0,3.5,4.4,25,Male,Master's
EMP-0274,HR,Recruiter,2018-06-13,107079,10080.0,3.7,3.0,38,Male,High School
EMP-0275,Marketing,Content Manager,2023-10-04,82733,10771.0,2.9,2.4,37,Male,PhD
EMP-0276,HR,Recruiter,2018-11-10,130847,18794.0,2.4,2.4,30,Female,Bachelor's
EMP-0277,Finance,Controller,2015-04-11,132367,14389.0,2.7,2.5,54,Female,Bachelor's
EMP-0278,Operations,COO Staff,2016-04-01,112299,3776.0,1.2,1.7,44,Female,Bachelor's
EMP-0279,Sales,Sales Manager,2019-12-27,85201,7945.0,2.4,3.3,62,Non-binary,PhD
EMP-0280,Sales,Sales Manager,2016-04-29,92728,9589.0,2.2,1.1,46,Male,Master's
EMP-0281,HR,HR Generalist,2022-04-11,124095,1971.0,1.3,1.4,47,Non-binary,Bachelor's
EMP-0282,Finance,FP&A Manager,2018-08-27,132913,11241.0,1.7,3.3,28,Non-binary,Bachelor's
EMP-0283,Operations,Project Manager,2020-03-07,95898,10340.0,1.3,1.0,28,Non-binary,Master's
EMP-0284,HR,People Ops,2015-07-31,92556,11521.0,3.2,4.9,59,Non-binary,Bachelor's
EMP-0285,Marketing,Brand Manager,2022-09-04,76489,4769.0,4.1,2.9,60,Male,PhD
EMP-0286,Sales,BDR,2020-12-24,130193,11372.0,3.9,2.7,47,Non-binary,Master's
EMP-0287,Operations,COO Staff,2023-02-26,120029,5696.0,3.7,3.2,34,Male,Master's
EMP-0288,HR,HR Manager,2022-10-14,82066,5503.0,3.3,1.1,23,Female,Bachelor's
EMP-0289,Engineering,Senior Engineer,2018-07-28,124193,12983.0,3.0,1.2,62,Non-binary,Master's
EMP-0290,Sales,Sales Manager,2023-07-21,139197,20222.0,2.8,3.3,45,Non-binary,Master's
EMP-0291,Engineering,Senior Engineer,2017-07-19,141420,737.0,3.1,2.8,35,Male,Master's
EMP-0292,Operations,Project Manager,2016-03-22,118252,3034.0,1.9,4.0,38,Female,Bachelor's
EMP-0293,Marketing,Content Manager,2015-08-17,94489,13672.0,1.7,2.4,53,Male,PhD
EMP-0294,HR,Recruiter,2018-09-25,105274,1621.0,4.1,3.4,54,Female,Bachelor's
EMP-0295,HR,HR Generalist,2020-03-18,69628,2678.0,4.6,1.1,55,Non-binary,High School
EMP-0296,HR,HR Generalist,2017-08-09,147389,18359.0,2.1,1.8,48,Male,Bachelor's
EMP-0297,Operations,COO Staff,2019-06-19,90050,3751.0,3.8,3.6,59,Non-binary,Master's
EMP-0298,HR,HR Generalist,2016-01-23,76709,4142.0,3.9,1.4,62,Non-binary,Bachelor's
EMP-0299,Sales,Sales Rep,2022-07-01,99512,5692.0,3.0,1.2,41,Non-binary,Bachelor's
EMP-0300,HR,HR Generalist,2018-09-29,114654,4941.0,2.9,4.5,38,Male,Master's
EMP-0301,Operations,Logistics Coord,2015-11-11,88592,12773.0,5.0,3.5,22,Female,Bachelor's
EMP-0302,Finance,Accountant,2017-03-15,127760,5135.0,3.0,1.1,45,Female,Bachelor's
EMP-0303,Operations,Project Manager,2019-01-05,95575,5761.0,3.0,3.4,26,Non-binary,Master's
EMP-0304,Finance,Controller,2023-09-22,115523,7603.0,3.1,2.6,57,Male,High School
EMP-0305,Sales,Sales Manager,2017-04-09,135542,18449.0,1.0,3.5,30,Female,Master's
EMP-0306,Engineering,Tech Lead,2020-02-11,93253,12372.0,2.5,1.4,42,Male,Bachelor's
EMP-0307,Operations,COO Staff,2021-09-04,113455,13025.0,3.5,4.0,47,Female,Bachelor's
EMP-0308,HR,People Ops,2016-11-24,72297,3139.0,1.2,2.0,25,Female,Bachelor's
EMP-0309,Engineering,Software Engineer,2020-04-06,107230,13481.0,1.4,4.4,46,Male,Bachelor's
EMP-0310,Engineering,Software Engineer,2015-07-22,134303,19660.0,1.6,2.6,30,Male,Bachelor's
EMP-0311,Finance,FP&A Manager,2023-01-10,79376,9185.0,3.5,4.7,41,Male,Bachelor's
EMP-0312,Operations,Project Manager,2015-04-02,83739,1867.0,3.8,4.1,25,Male,High School
EMP-0313,Marketing,Content Manager,2016-12-02,137962,11270.0,3.7,2.1,37,Female,High School
EMP-0314,Finance,FP&A Manager,2018-10-06,120701,4169.0,1.6,2.3,46,Male,Master's
EMP-0315,HR,People Ops,2023-04-05,86247,9008.0,2.1,3.9,46,Female,High School
EMP-0316,Finance,FP&A Manager,2017-06-01,143141,8072.0,4.6,1.0,34,Male,Master's
EMP-0317,Engineering,Software Engineer,2019-03-24,128865,1058.0,2.9,1.8,29,Non-binary,PhD
EMP-0318,HR,People Ops,2020-06-29,75886,8490.0,4.7,1.8,33,Non-binary,Bachelor's
EMP-0319,Sales,BDR,2021-02-05,115487,12581.0,1.7,2.2,54,Male,High School
EMP-0320,HR,Recruiter,2017-02-01,110876,16492.0,4.8,4.4,34,Non-binary,Master's
EMP-0321,Engineering,Senior Engineer,2023-02-04,144098,3531.0,2.4,5.0,46,Male,Bachelor's
EMP-0322,Engineering,Tech Lead,2018-02-12,93087,4179.0,1.7,2.4,32,Male,Bachelor's
EMP-0323,Marketing,SEO Specialist,2022-07-29,113976,449.0,3.7,3.6,36,Non-binary,Master's
EMP-0324,Operations,Logistics Coord,2016-10-02,76743,7991.0,3.5,1.8,51,Female,Bachelor's
EMP-0325,Marketing,SEO Specialist,2017-04-28,152320,16352.0,2.8,3.6,59,Female,Master's
EMP-0326,Engineering,Software Engineer,2021-06-30,115977,11117.0,2.1,3.2,45,Non-binary,Bachelor's
EMP-0327,Finance,Accountant,2017-07-10,117713,3212.0,3.8,1.8,22,Female,High School
EMP-0328,HR,HR Generalist,2018-05-28,139087,10493.0,2.2,3.7,40,Female,Master's
EMP-0329,Sales,Account Executive,2021-02-21,109429,4097.0,2.5,3.6,45,Male,Bachelor's
EMP-0330,HR,Recruiter,2023-05-15,70526,1827.0,4.3,3.7,45,Non-binary,Master's
EMP-0331,Sales,Sales Rep,2023-06-01,71239,9342.0,2.4,2.6,41,Male,Bachelor's
EMP-0332,Operations,COO Staff,2015-04-18,128748,15178.0,4.7,4.3,25,Non-binary,Bachelor's
EMP-0333,HR,HR Manager,2017-03-31,95313,6066.0,2.1,4.4,42,Male,PhD
EMP-0334,Marketing,Marketing Analyst,2023-02-23,111911,12296.0,1.6,2.6,26,Female,PhD
EMP-0335,Sales,Sales Rep,2018-11-15,81086,1817.0,4.4,2.1,29,Male,Master's
EMP-0336,Sales,BDR,2021-12-10,107209,14693.0,3.9,2.0,26,Non-binary,PhD
EMP-0337,Marketing,SEO Specialist,2021-07-30,87257,5814.0,2.8,2.9,49,Female,Master's
EMP-0338,Operations,COO Staff,2020-09-04,93737,5815.0,4.7,1.9,51,Non-binary,Master's
EMP-0339,HR,HR Generalist,2023-03-23,62264,342.0,1.5,5.0,40,Non-binary,Master's
EMP-0340,Sales,BDR,2016-06-11,152560,2398.0,4.0,2.9,59,Non-binary,High School
EMP-0341,Sales,Sales Manager,2022-05-18,97902,14229.0,3.9,2.8,34,Non-binary,High School
EMP-0342,Sales,Account Executive,2021-09-27,73626,2297.0,3.9,2.7,25,Female,High School
EMP-0343,Engineering,Software Engineer,2022-09-06,124290,18043.0,1.3,4.2,45,Male,Bachelor's
EMP-0344,Sales,BDR,2019-05-05,112306,6995.0,4.1,2.8,44,Non-binary,Bachelor's
EMP-0345,Engineering,Tech Lead,2015-10-22,143251,7137.0,1.1,2.4,39,Non-binary,Bachelor's
EMP-0346,HR,People Ops,2015-09-24,64920,3338.0,1.9,2.6,28,Female,Bachelor's
EMP-0347,Engineering,DevOps Engineer,2016-01-30,125274,4812.0,4.0,3.5,38,Male,High School
EMP-0348,Engineering,DevOps Engineer,2022-10-28,113767,14902.0,1.7,2.3,35,Male,Master's
EMP-0349,Engineering,DevOps Engineer,2017-02-04,111701,2440.0,2.8,2.3,24,Non-binary,Master's
EMP-0350,Sales,Sales Manager,2021-02-25,71810,5575.0,3.9,1.1,61,Female,Master's
EMP-0351,Marketing,SEO Specialist,2015-06-09,94080,1399.0,1.1,4.7,61,Non-binary,Bachelor's
EMP-0352,Engineering,Software Engineer,2021-09-03,103771,9513.0,3.0,1.7,61,Female,PhD
EMP-0353,Engineering,Senior Engineer,2020-11-03,157039,10540.0,4.6,3.9,43,Non-binary,Bachelor's
EMP-0354,Sales,Account Executive,2018-05-05,95206,10106.0,4.3,1.6,49,Female,Master's
EMP-0355,HR,Recruiter,2022-01-05,152623,13627.0,2.6,2.7,39,Non-binary,High School
EMP-0356,Engineering,Software Engineer,2021-05-05,113475,10903.0,1.5,4.5,31,Female,Bachelor's
EMP-0357,Operations,COO Staff,2021-12-04,135228,10480.0,3.7,2.8,54,Male,High School
EMP-0358,Engineering,Senior Engineer,2021-11-02,119252,14174.0,3.5,1.3,36,Male,Master's
EMP-0359,Engineering,Tech Lead,2015-08-13,151886,12802.0,3.7,4.2,46,Male,Master's
EMP-0360,HR,Recruiter,2016-09-10,69621,6158.0,4.9,3.9,30,Female,Master's
EMP-0361,HR,HR Generalist,2019-09-30,137354,15986.0,4.9,4.4,23,Non-binary,Bachelor's
EMP-0362,Operations,Project Manager,2017-01-09,118701,11721.0,3.7,5.0,47,Female,Bachelor's
EMP-0363,HR,HR Generalist,2024-01-08,121832,3779.0,4.3,3.4,44,Male,Bachelor's
EMP-0364,Operations,COO Staff,2015-02-05,154431,18347.0,2.4,1.1,23,Non-binary,High School
EMP-0365,Engineering,Software Engineer,2019-09-01,135591,12727.0,1.7,1.2,59,Non-binary,Master's
EMP-0366,Sales,Sales Manager,2023-12-21,106915,1248.0,3.3,2.2,26,Male,Bachelor's
EMP-0367,HR,HR Generalist,2015-02-22,93547,9811.0,3.4,4.0,59,Non-binary,PhD
EMP-0368,HR,People Ops,2023-07-20,67615,6393.0,1.4,4.6,41,Non-binary,Master's
EMP-0369,Marketing,Brand Manager,2021-11-03,130690,281.0,1.5,4.8,50,Female,Bachelor's
EMP-0370,Operations,Operations Analyst,2019-12-03,86142,4301.0,1.1,3.8,24,Female,Bachelor's
EMP-0371,HR,HR Manager,2018-09-23,114747,14088.0,2.4,4.8,30,Male,Master's
EMP-0372,Engineering,Senior Engineer,2017-03-21,147576,20959.0,1.2,2.7,40,Non-binary,Bachelor's
EMP-0373,Sales,BDR,2023-08-29,114224,13616.0,4.8,4.6,37,Female,Master's
EMP-0374,HR,HR Manager,2020-07-26,86183,13.0,1.4,1.2,56,Male,Master's
EMP-0375,Operations,Operations Analyst,2015-12-31,101789,13073.0,1.5,2.0,31,Male,Bachelor's
EMP-0376,Marketing,SEO Specialist,2021-09-12,71289,7329.0,1.1,2.9,53,Non-binary,Bachelor's
EMP-0377,Sales,Sales Rep,2021-04-23,101348,281.0,4.5,2.0,39,Non-binary,High School
EMP-0378,Marketing,SEO Specialist,2019-11-14,121710,17501.0,1.6,3.8,51,Non-binary,Master's
EMP-0379,HR,Recruiter,2018-10-26,87175,3512.0,3.6,4.4,24,Male,Master's
EMP-0380,Engineering,Senior Engineer,2023-12-02,169480,10481.0,3.9,3.3,27,Non-binary,Bachelor's
EMP-0381,Sales,BDR,2017-10-21,137439,18009.0,3.5,4.6,34,Non-binary,Bachelor's
EMP-0382,Sales,Sales Manager,2020-12-20,83981,537.0,1.9,2.2,50,Female,High School
EMP-0383,Operations,Logistics Coord,2023-03-17,94731,10176.0,1.9,3.7,50,Male,Bachelor's
EMP-0384,Operations,Operations Analyst,2018-09-10,119587,7863.0,1.9,4.0,60,Female,Bachelor's
EMP-0385,Marketing,Marketing Analyst,2022-05-02,146001,5583.0,3.8,1.1,32,Female,PhD
EMP-0386,Marketing,Brand Manager,2017-04-10,122946,5448.0,3.9,3.6,42,Male,Master's
EMP-0387,Marketing,Marketing Analyst,2023-03-31,125395,85.0,3.1,3.4,24,Male,High School
EMP-0388,HR,HR Manager,2020-08-18,142343,14469.0,3.8,1.5,45,Female,Bachelor's
EMP-0389,Marketing,Content Manager,2022-11-17,125159,11989.0,1.2,3.6,40,Non-binary,Bachelor's
EMP-0390,Operations,Project Manager,2017-03-04,149659,11831.0,4.6,4.0,46,Female,Master's
EMP-0391,Engineering,Software Engineer,2020-12-15,130535,7662.0,1.2,3.4,47,Female,PhD
EMP-0392,Marketing,Content Manager,2015-04-01,73421,5279.0,2.9,3.4,28,Non-binary,High School
EMP-0393,Sales,BDR,2015-11-07,115589,6223.0,3.1,4.1,36,Male,PhD
EMP-0394,Sales,Sales Manager,2020-12-01,80331,1795.0,5.0,4.0,44,Female,Master's
EMP-0395,Finance,Accountant,2020-11-03,112544,1824.0,3.6,4.0,41,Male,Master's
EMP-0396,Engineering,DevOps Engineer,2016-06-28,128437,883.0,1.8,2.4,25,Non-binary,Master's
EMP-0397,Engineering,DevOps Engineer,2020-01-03,159687,20771.0,2.3,1.1,42,Male,PhD
EMP-0398,Sales,BDR,2022-12-30,159355,1426.0,1.9,4.4,35,Male,PhD
EMP-0399,Engineering,Tech Lead,2018-02-24,115643,1466.0,2.4,4.3,49,Non-binary,Bachelor's
EMP-0400,Finance,Controller,2022-03-11,120235,4964.0,4.5,4.2,32,Non-binary,Bachelor's
EMP-0401,Marketing,Brand Manager,2015-11-04,109322,7275.0,1.6,2.8,45,Non-binary,Bachelor's
EMP-0402,Marketing,Marketing Analyst,2019-05-21,95881,424.0,3.0,2.0,27,Non-binary,Bachelor's
EMP-0403,Engineering,Software Engineer,2016-09-27,109256,5366.0,3.7,4.2,43,Non-binary,Master's
EMP-0404,HR,Recruiter,2022-01-07,121006,14651.0,3.2,2.9,46,Female,Bachelor's
EMP-0405,Marketing,Content Manager,2018-03-05,99339,5134.0,4.5,2.8,22,Male,Bachelor's
EMP-0406,Marketing,Brand Manager,2018-11-01,125191,3396.0,1.9,3.7,52,Female,Bachelor's
EMP-0407,HR,HR Manager,2015-02-26,90637,3186.0,2.2,3.5,54,Non-binary,Bachelor's
EMP-0408,HR,HR Manager,2017-08-28,131642,7885.0,2.2,4.8,33,Non-binary,High School
EMP-0409,Finance,Controller,2017-11-18,110786,14714.0,3.0,2.6,54,Non-binary,Master's
EMP-0410,Finance,Financial Analyst,2019-04-27,93955,10887.0,4.5,1.7,50,Male,Bachelor's
EMP-0411,Marketing,SEO Specialist,2015-09-15,91277,11655.0,2.4,3.8,36,Female,Master's
EMP-0412,Operations,Logistics Coord,2021-07-15,79007,7346.0,3.6,4.6,37,Non-binary,Bachelor's
EMP-0413,Sales,Account Executive,2021-11-25,78090,10507.0,4.1,4.3,56,Male,Bachelor's
EMP-0414,HR,People Ops,2022-02-19,164063,15302.0,3.2,2.8,34,Female,PhD
EMP-0415,Marketing,Brand Manager,2024-01-12,90681,6330.0,1.4,2.8,51,Male,Bachelor's
EMP-0416,Finance,Financial Analyst,2019-07-12,110667,2604.0,4.0,1.8,52,Male,Bachelor's
EMP-0417,Finance,FP&A Manager,2015-03-24,93108,9758.0,4.9,4.6,58,Non-binary,Master's
EMP-0418,HR,People Ops,2019-10-04,123187,3134.0,4.0,3.6,61,Non-binary,Bachelor's
EMP-0419,Operations,COO Staff,2023-04-05,119795,1366.0,1.6,2.2,58,Non-binary,Master's
EMP-0420,Marketing,SEO Specialist,2019-10-02,132959,8775.0,4.9,2.8,47,Female,High School
EMP-0421,Sales,Sales Manager,2018-09-29,122576,8386.0,2.5,1.7,42,Male,Bachelor's
EMP-0422,Engineering,Software Engineer,2023-07-04,147284,1551.0,4.1,2.0,43,Female,Bachelor's
EMP-0423,Sales,BDR,2018-07-12,73137,5682.0,1.7,1.7,26,Non-binary,Bachelor's
EMP-0424,Finance,Controller,2023-10-09,80659,7304.0,1.0,4.3,49,Female,Bachelor's
EMP-0425,HR,Recruiter,2023-11-24,66758,8490.0,4.6,2.2,37,Non-binary,Bachelor's
EMP-0426,HR,HR Manager,2015-02-03,82704,10610.0,4.8,2.0,33,Non-binary,High School
EMP-0427,Engineering,Senior Engineer,2020-01-22,130501,6411.0,4.4,1.3,59,Non-binary,Master's
EMP-0428,Sales,BDR,2016-01-26,95212,10038.0,2.9,2.4,56,Non-binary,Master's
EMP-0429,Sales,Account Executive,2017-12-24,68034,8181.0,1.9,2.2,46,Male,Master's
EMP-0430,HR,Recruiter,2017-08-21,121857,7665.0,4.4,2.2,41,Non-binary,Bachelor's
EMP-0431,Finance,Financial Analyst,2017-03-05,83231,9383.0,4.1,4.4,34,Non-binary,Bachelor's
EMP-0432,Engineering,DevOps Engineer,2021-07-05,89607,3959.0,3.5,4.5,26,Male,Master's
EMP-0433,Marketing,SEO Specialist,2022-03-15,110012,12561.0,3.5,1.2,60,Non-binary,Bachelor's
EMP-0434,Marketing,Marketing Analyst,2020-08-20,145462,10476.0,4.5,1.4,23,Male,Bachelor's
EMP-0435,Operations,Project Manager,2016-03-05,141261,7821.0,1.0,3.7,45,Non-binary,Bachelor's
EMP-0436,Sales,BDR,2021-04-07,99426,14729.0,1.2,3.5,46,Non-binary,High School
EMP-0437,Marketing,Marketing Analyst,2015-01-26,105820,13721.0,2.3,4.9,39,Female,Bachelor's
EMP-0438,Engineering,Senior Engineer,2017-09-11,101290,6325.0,4.7,3.0,34,Male,Bachelor's
EMP-0439,Engineering,Software Engineer,2018-09-23,137798,12804.0,4.0,3.6,30,Non-binary,High School
EMP-0440,Operations,COO Staff,2019-04-02,125919,15912.0,5.0,3.5,25,Non-binary,Master's
EMP-0441,Marketing,Brand Manager,2022-03-20,96480,6025.0,4.8,3.3,23,Female,PhD
EMP-0442,Sales,Account Executive,2015-04-22,98902,13201.0,4.9,2.7,55,Male,Bachelor's
EMP-0443,Engineering,Tech Lead,2021-12-31,107821,6227.0,1.8,2.2,62,Male,Master's
EMP-0444,Finance,FP&A Manager,2015-01-13,87023,11099.0,2.7,4.8,45,Male,Bachelor's
EMP-0445,Operations,Operations Analyst,2023-11-28,97789,11310.0,4.9,4.0,41,Non-binary,PhD
EMP-0446,Finance,Financial Analyst,2015-06-26,126195,5011.0,2.1,4.5,43,Female,Bachelor's
EMP-0447,Engineering,DevOps Engineer,2016-10-29,181873,19574.0,1.1,2.3,62,Female,Master's
EMP-0448,Operations,Logistics Coord,2017-04-19,85525,4742.0,3.3,3.5,37,Non-binary,Master's
EMP-0449,Finance,Financial Analyst,2019-12-10,129973,13398.0,3.5,3.7,45,Male,High School
EMP-0450,Finance,Controller,2023-01-12,144204,927.0,3.8,1.8,38,Male,Bachelor's
EMP-0451,Engineering,Senior Engineer,2020-06-05,137741,10618.0,1.8,3.9,56,Male,Bachelor's
EMP-0452,Engineering,Senior Engineer,2023-06-06,146789,1818.0,1.2,4.9,57,Female,Bachelor's
EMP-0453,Operations,Logistics Coord,2022-10-05,121973,1126.0,2.0,2.8,57,Male,Master's
EMP-0454,Sales,Sales Rep,2018-01-26,120575,258.0,1.2,1.3,28,Male,Master's
EMP-0455,Operations,COO Staff,2015-01-10,69145,386.0,2.1,4.3,41,Non-binary,Master's
EMP-0456,Operations,Project Manager,2020-09-04,96569,13402.0,1.0,3.9,40,Non-binary,Bachelor's
EMP-0457,Sales,Sales Manager,2019-04-27,107811,2363.0,4.4,2.7,39,Female,Bachelor's
EMP-0458,Marketing,Brand Manager,2021-11-12,64174,1836.0,1.5,2.3,59,Female,Bachelor's
EMP-0459,HR,HR Generalist,2020-10-10,72271,10510.0,1.6,4.0,24,Non-binary,Bachelor's
EMP-0460,Sales,Account Executive,2016-05-20,89372,5202.0,4.2,5.0,58,Female,Bachelor's
EMP-0461,Operations,Operations Analyst,2016-11-05,62106,6611.0,1.9,3.8,29,Female,Bachelor's
EMP-0462,HR,HR Manager,2022-04-18,117967,8223.0,2.0,1.9,34,Female,Bachelor's
EMP-0463,Engineering,Tech Lead,2019-05-30,117031,15640.0,1.7,3.0,53,Female,Master's
EMP-0464,Operations,Operations Analyst,2022-07-23,104971,15680.0,3.9,4.1,22,Female,Master's
EMP-0465,Sales,Sales Rep,2016-10-24,158611,12484.0,1.3,3.2,47,Male,Bachelor's
EMP-0466,HR,People Ops,2022-11-07,67616,5091.0,1.7,2.1,29,Male,Master's
EMP-0467,Sales,Sales Rep,2020-09-15,116507,13067.0,4.0,1.3,43,Female,High School
EMP-0468,Sales,Sales Manager,2017-11-14,98434,3644.0,2.3,1.6,52,Male,Bachelor's
EMP-0469,Sales,Account Executive,2022-03-19,103897,10442.0,3.3,1.2,32,Male,Master's
EMP-0470,Finance,Financial Analyst,2019-04-22,153227,7225.0,1.4,3.6,38,Male,High School
EMP-0471,Operations,Logistics Coord,2017-09-27,125324,2006.0,2.5,4.0,46,Male,Master's
EMP-0472,Marketing,Marketing Analyst,2018-02-23,78020,9946.0,1.9,1.1,29,Male,High School
EMP-0473,HR,HR Manager,2018-03-01,82554,3075.0,3.6,3.0,23,Female,Bachelor's
EMP-0474,Finance,Accountant,2015-04-07,101376,14331.0,1.5,1.2,41,Non-binary,Bachelor's
EMP-0475,Finance,FP&A Manager,2020-01-17,170388,17784.0,2.4,3.7,49,Non-binary,Master's
EMP-0476,Engineering,Software Engineer,2020-01-09,106049,10992.0,4.1,3.5,46,Female,Bachelor's
EMP-0477,HR,People Ops,2019-08-10,90851,6896.0,4.8,2.8,28,Non-binary,Master's
EMP-0478,HR,HR Manager,2022-02-13,71366,1970.0,1.2,1.3,52,Male,Master's
EMP-0479,Marketing,Content Manager,2017-08-22,114994,11194.0,4.6,1.8,57,Male,Master's
EMP-0480,Marketing,Content Manager,2019-11-02,73429,10847.0,4.0,3.5,52,Female,Master's
EMP-0481,HR,People Ops,2016-04-03,62748,5681.0,3.1,3.9,43,Male,Master's
EMP-0482,Engineering,Tech Lead,2016-06-09,163345,5877.0,1.2,1.8,29,Female,Master's
EMP-0483,Finance,FP&A Manager,2018-05-19,83183,1625.0,2.6,1.7,41,Female,Master's
EMP-0484,Finance,Controller,2020-01-01,129302,1342.0,2.1,3.6,53,Female,Master's
EMP-0485,Finance,Financial Analyst,2022-01-12,136163,1337.0,4.6,4.3,53,Non-binary,Bachelor's
EMP-0486,Sales,Sales Manager,2023-03-23,62363,4559.0,2.0,3.0,38,Male,Bachelor's
EMP-0487,Marketing,Brand Manager,2019-05-16,127245,8165.0,1.2,2.2,47,Non-binary,Bachelor's
EMP-0488,Engineering,Software Engineer,2016-11-22,131839,14631.0,3.9,3.6,40,Female,Bachelor's
EMP-0489,Finance,FP&A Manager,2019-03-16,137251,14417.0,2.9,1.9,37,Non-binary,Master's
EMP-0490,Engineering,Software Engineer,2018-09-01,138246,17729.0,1.5,1.9,43,Female,Master's
EMP-0491,Operations,Logistics Coord,2021-09-12,121468,8322.0,4.2,3.9,60,Non-binary,High School
EMP-0492,HR,HR Generalist,2018-10-13,108487,15764.0,1.1,1.1,53,Male,Bachelor's
EMP-0493,Sales,Sales Rep,2018-12-10,76350,6731.0,1.4,1.7,62,Non-binary,Bachelor's
EMP-0494,HR,Recruiter,2019-02-08,84728,4346.0,3.6,3.5,42,Male,Bachelor's
EMP-0495,Sales,Sales Manager,2022-04-16,103181,6246.0,4.7,4.0,39,Male,Bachelor's
EMP-0496,Marketing,Content Manager,2016-06-04,74440,573.0,1.3,2.7,58,Female,High School
EMP-0497,Marketing,Brand Manager,2022-09-13,88421,1417.0,2.1,2.8,25,Non-binary,Bachelor's
EMP-0498,Marketing,Brand Manager,2015-08-14,78754,6776.0,5.0,4.9,58,Female,Bachelor's
